,id,year_of_birth,height,weight,running_years,time_1km_id,time_5km_id,time_10km_id,time_21km_id,time_42km_id,training_amount,km_amount,speed_training_amount,minute_per_km_speed_training_id,threshold_training_amount,minute_per_km_threshold_training_id,interval_training_amount,minute_per_km_interval_training_id,run_up_training_amount,minute_per_km_run_up_training_id,runway_amount,km_per_runway,minute_per_km_runway_id,other_trainings,other_trainings_amount,other_trainings_time,wellness,wellness_amount,detraining_amount,detraining_days,warmup_id,warmup_time
201,202,1969,142,100,2,9,12,9,11,13,4,39,2,8,6,11,3,8,5,11,2,20,12,1,8,75,1,5,1,12,2,15
202,203,1976,158,92,1,8,13,12,10,11,4,10,4,11,1,11,3,11,4,8,0,19,10,0,0,0,1,3,1,13,4,15
203,204,2002,169,90,14,4,7,6,5,14,2,70,3,7,8,5,6,5,7,7,2,29,7,0,0,0,1,3,4,6,3,20
204,205,1983,170,91,12,11,9,7,5,9,5,33,6,6,10,7,10,6,5,5,5,30,8,0,0,0,1,10,4,15,1,5
205,206,1985,168,79,17,11,1,1,3,1,6,88,8,3,10,1,12,1,8,3,7,39,4,1,10,75,0,0,1,10,1,5
206,207,1995,185,73,9,2,14,1,4,4,7,83,10,1,11,1,6,2,7,2,7,23,5,1,7,90,1,5,2,13,2,10
207,208,2001,153,66,15,11,2,2,4,2,3,56,10,2,5,2,9,1,5,2,5,40,6,0,0,0,1,4,5,10,2,20
208,209,1979,153,75,19,11,8,7,7,7,4,56,4,6,3,5,9,7,3,5,5,19,9,1,4,30,1,13,2,9,2,20
209,210,1997,154,90,1,8,10,9,10,11,3,47,5,8,4,8,7,8,5,11,4,21,12,0,0,0,1,2,5,15,2,20
210,211,1991,148,92,0,10,14,10,9,14,4,32,1,11,3,11,3,11,3,8,0,13,12,1,7,90,0,0,5,6,3,10
211,212,1985,142,60,3,9,12,12,10,12,1,33,1,11,5,11,2,11,4,8,1,13,10,0,0,0,0,0,1,5,2,10
212,213,1981,159,71,4,1,3,4,1,14,3,87,7,1,6,3,10,1,9,3,4,40,4,0,0,0,0,0,2,8,1,20
213,214,1995,175,79,4,3,4,4,4,1,5,45,8,1,7,3,6,3,10,2,4,27,5,1,7,45,1,2,2,8,1,5
214,215,1972,164,91,19,4,14,12,8,7,5,41,4,5,4,7,4,7,7,6,3,17,7,1,7,75,1,3,5,6,3,20
215,216,2001,176,64,10,7,13,10,12,10,1,41,0,13,6,11,6,11,2,8,0,23,12,1,1,75,0,0,2,6,2,10
216,217,1987,179,54,7,11,4,2,1,4,7,52,8,3,11,3,6,3,9,1,6,29,4,1,8,75,0,0,5,10,2,5
217,218,1992,188,66,13,3,2,2,4,3,3,52,8,3,10,3,6,3,8,2,5,23,4,1,9,75,0,0,3,10,2,10
218,219,1994,141,72,10,11,7,7,8,9,2,33,5,5,4,6,6,5,6,6,5,23,9,0,0,0,1,2,1,14,1,10
219,220,1979,157,66,16,2,2,12,3,2,6,61,6,2,7,3,9,2,5,1,5,27,5,1,3,45,0,0,1,13,1,10
220,221,1970,142,69,19,2,4,1,2,2,6,59,6,1,12,2,6,3,6,1,6,36,5,1,6,75,1,11,1,14,1,15
221,222,1993,195,73,6,2,14,2,12,3,6,76,5,2,9,3,7,1,7,2,7,31,6,1,9,45,1,1,5,13,1,5
222,223,1986,170,82,4,10,12,12,11,10,1,33,4,11,0,13,2,8,0,13,0,15,10,0,0,0,0,0,5,7,3,10
223,224,1987,187,55,7,11,14,2,2,2,4,73,10,1,6,3,7,3,10,2,4,31,4,1,1,60,0,0,2,6,2,10
224,225,1976,191,68,13,11,1,2,4,2,6,53,5,2,7,2,8,2,6,3,6,36,6,0,0,0,0,0,3,14,1,10
225,226,1983,154,67,0,7,11,11,11,11,1,22,3,8,4,8,2,8,4,11,2,15,10,1,10,30,1,1,1,9,4,15
226,227,1993,144,82,9,7,13,11,10,14,3,50,3,11,0,13,4,11,3,11,3,25,10,1,1,75,1,5,3,10,3,10
227,228,1984,183,90,13,6,14,7,12,9,2,37,3,6,7,7,6,5,3,5,2,25,8,0,0,0,0,0,4,11,2,20
228,229,1978,163,78,10,3,3,3,1,1,4,99,9,2,7,2,10,1,9,3,7,30,5,1,8,45,1,11,1,8,1,15
229,230,1986,177,78,5,11,3,3,12,1,7,79,9,2,10,3,6,1,7,1,6,21,4,1,4,45,1,12,3,12,2,20
230,231,1972,143,54,2,11,6,5,6,9,2,48,7,7,5,5,9,5,6,6,5,18,9,1,9,90,1,14,1,13,3,10
231,232,1986,156,59,6,4,6,7,12,14,3,45,3,5,10,5,9,7,4,5,5,28,9,0,0,0,1,14,4,14,3,5
232,233,1975,177,86,1,10,12,12,10,14,1,47,2,11,1,11,3,11,5,11,3,21,10,1,1,30,1,1,1,9,4,20
233,234,1990,167,90,6,6,14,5,6,14,2,43,7,6,7,6,4,7,5,6,3,28,8,0,0,0,0,0,4,13,1,10
234,235,1968,141,75,2,11,7,5,7,7,4,48,5,7,6,5,5,5,5,6,2,19,7,0,0,0,0,0,4,10,1,5
235,236,1980,145,72,2,9,12,8,12,12,2,24,1,8,1,8,2,11,2,11,2,21,10,1,9,30,1,9,2,10,3,20
236,237,1996,164,57,19,11,14,3,1,2,3,64,7,1,11,2,9,2,9,3,4,25,5,0,0,0,0,0,5,9,1,10
237,238,1976,179,70,19,11,3,12,1,2,6,92,7,3,12,1,6,1,6,3,6,40,4,1,3,90,1,11,3,11,2,20
238,239,1980,177,65,4,5,14,12,8,7,4,31,3,5,3,7,9,7,6,5,4,20,8,0,0,0,1,15,5,10,1,20
239,240,1976,170,75,18,11,14,3,1,5,3,92,5,1,11,1,7,2,10,2,4,22,4,0,0,0,1,3,3,6,2,20
240,241,1989,164,59,7,3,1,12,12,4,7,84,10,1,9,1,7,1,8,1,4,39,4,1,8,45,1,12,1,15,2,15
241,242,1997,173,62,9,1,14,4,1,1,6,83,7,3,11,2,11,2,5,2,7,30,4,0,0,0,0,0,1,7,1,10
242,243,1992,176,88,7,7,14,12,11,12,1,15,5,8,2,11,7,8,1,11,1,13,10,0,0,0,0,0,1,12,2,20
243,244,1971,161,52,15,3,3,4,3,5,5,50,7,2,6,2,8,1,10,3,6,36,5,1,8,75,1,8,2,15,1,15
244,245,1980,188,61,12,11,14,2,1,4,3,65,7,2,8,3,8,2,6,3,7,21,4,0,0,0,1,7,4,10,1,20
245,246,1994,191,78,19,11,14,7,8,8,5,32,6,5,3,6,6,5,7,7,4,29,9,1,5,60,0,0,4,11,2,20
246,247,1972,167,94,4,4,14,7,7,6,5,36,6,5,5,6,10,6,7,5,4,29,8,0,0,0,1,1,2,7,2,5
247,248,1979,147,54,16,2,1,4,2,1,4,43,10,3,11,1,7,1,10,1,4,29,5,1,10,45,1,13,4,13,2,10
248,249,1990,147,68,2,8,12,8,12,12,1,23,0,13,1,11,2,8,2,11,0,15,10,1,3,30,1,5,4,9,2,5
249,250,1980,190,67,2,9,10,10,12,10,1,48,4,8,1,11,2,11,3,8,3,24,12,0,0,0,0,0,2,14,3,10
250,251,1977,162,77,7,4,7,7,6,6,2,51,3,6,5,5,6,7,5,5,3,16,9,1,6,30,1,10,4,11,2,15
251,252,1995,158,80,2,10,10,8,9,12,2,31,3,11,3,8,5,8,4,8,2,16,10,0,0,0,0,0,5,5,2,10
252,253,1996,174,69,7,2,3,1,1,5,4,97,8,3,8,3,8,1,9,1,4,37,4,0,0,0,1,15,2,14,2,10
253,254,1981,198,96,8,10,11,12,12,14,3,23,0,13,5,8,6,11,3,11,2,13,10,0,0,0,0,0,1,7,2,5
254,255,1998,169,65,12,11,1,4,12,1,7,43,9,1,6,1,6,2,10,1,6,34,4,0,0,0,0,0,5,14,2,15
255,256,1988,157,105,10,7,14,12,9,12,1,18,1,11,5,8,2,11,2,11,4,18,10,0,0,0,1,9,5,6,3,5
256,257,1986,164,102,9,10,11,8,10,10,4,20,5,8,2,11,4,11,0,13,4,21,12,1,9,30,1,9,4,8,4,15
257,258,1995,190,63,11,3,4,2,1,14,5,89,7,1,7,3,8,2,10,3,4,23,5,1,5,30,0,0,1,11,1,10
258,259,1988,194,91,10,4,14,6,7,14,2,51,4,7,10,6,5,6,6,7,3,18,8,1,5,75,0,0,1,10,3,15
259,260,1973,166,50,10,1,2,3,2,5,4,64,5,2,9,1,10,1,6,2,7,28,6,1,6,90,1,12,1,15,1,5
260,261,1997,191,77,17,1,1,3,3,14,5,68,9,1,11,3,11,2,10,2,4,27,4,1,9,60,0,0,3,6,2,20
261,262,1978,140,86,17,5,8,12,12,7,2,51,6,6,4,6,5,6,6,5,2,20,7,1,10,75,1,7,2,10,3,15
262,263,1968,160,87,2,6,8,6,6,9,5,58,4,6,3,5,10,7,4,5,5,25,7,0,0,0,1,8,2,12,1,10
263,264,1995,144,95,17,5,14,7,5,8,5,68,4,5,10,6,5,6,6,5,2,18,9,0,0,0,0,0,1,7,1,15
264,265,1986,183,62,9,9,13,12,12,11,1,15,1,8,6,8,3,8,3,11,2,24,10,1,4,45,0,0,1,5,2,5
265,266,1992,155,72,19,2,1,3,3,3,7,97,5,2,11,1,11,1,6,3,7,34,5,0,0,0,1,6,2,14,1,10
266,267,2000,158,98,0,8,10,11,10,12,4,35,5,8,3,8,5,11,4,8,1,17,12,1,2,60,1,3,1,9,4,10
267,268,1968,145,91,6,9,14,10,9,10,1,49,1,11,0,13,2,11,5,8,3,14,10,1,4,30,1,4,5,5,4,20
268,269,1994,148,53,19,6,8,6,8,9,5,46,5,5,6,6,9,5,6,5,4,18,9,0,0,0,1,8,3,6,3,5
269,270,1975,164,71,20,3,14,12,2,5,6,90,5,3,8,2,7,1,8,1,5,25,5,0,0,0,1,10,1,8,2,10
270,271,1998,160,66,11,4,6,12,5,14,2,49,3,5,9,7,8,6,5,5,2,29,9,1,8,75,0,0,1,15,1,15
271,272,1993,200,105,7,9,14,8,12,11,4,10,4,11,4,11,5,8,5,11,3,23,12,1,2,60,0,0,2,9,2,10
272,273,1990,155,101,1,8,11,9,9,11,1,12,5,11,5,11,3,8,0,13,2,23,10,1,1,90,1,2,2,12,2,10
273,274,1993,186,64,18,4,7,6,7,14,2,61,6,6,6,5,5,5,7,5,3,27,8,1,3,45,0,0,3,7,2,20
274,275,1992,173,78,7,11,7,6,6,14,3,30,5,7,5,7,9,5,5,7,5,25,9,1,10,60,0,0,1,5,2,10
275,276,1984,165,70,13,2,1,4,1,14,6,86,10,3,12,1,10,1,6,3,7,39,4,1,4,30,1,9,5,10,1,5
276,277,1980,151,78,12,6,8,12,6,6,4,68,7,7,3,5,9,6,7,6,4,17,9,1,7,45,1,13,3,15,3,20
277,278,1995,190,85,20,4,7,7,6,9,3,44,5,5,7,5,9,7,3,6,2,26,7,0,0,0,1,11,4,8,1,5
278,279,1969,142,52,0,5,6,5,5,14,5,51,7,5,8,6,4,5,7,7,5,16,8,0,0,0,0,0,1,10,3,10
279,280,1997,163,80,6,8,14,8,10,11,3,46,2,8,2,8,5,8,1,8,1,11,12,0,0,0,1,9,4,9,4,15
280,281,1982,146,64,0,10,10,8,11,14,2,35,4,11,1,8,7,8,5,11,0,25,12,0,0,0,1,9,5,7,2,10
281,282,1996,172,78,16,11,3,4,4,4,6,41,8,3,7,2,7,2,5,2,7,22,4,0,0,0,0,0,2,13,2,15
282,283,1999,160,89,6,7,11,8,12,10,4,15,5,8,7,11,6,11,5,8,4,23,12,0,0,0,0,0,5,7,3,15
283,284,1970,165,89,6,4,8,6,8,7,4,70,7,6,4,5,8,6,3,6,4,16,9,1,6,30,0,0,4,8,2,5
284,285,1979,173,98,3,11,6,5,12,8,2,31,7,6,10,5,8,6,5,7,4,20,8,0,0,0,0,0,3,11,2,10
285,286,1974,179,73,9,11,13,12,9,12,3,49,5,8,7,11,6,11,0,13,0,19,12,0,0,0,0,0,3,5,2,10
286,287,1988,141,60,13,5,14,5,5,14,4,67,3,5,5,5,5,6,6,5,5,19,8,1,3,60,0,0,4,7,1,5
287,288,1988,188,72,9,2,14,3,2,5,7,57,9,3,5,1,7,2,6,2,4,20,4,1,9,30,0,0,2,9,2,15
288,289,1981,168,94,0,11,11,12,9,10,2,23,3,8,3,8,3,8,2,11,2,16,12,0,0,0,1,4,5,9,3,5
289,290,1970,178,78,10,1,2,4,1,4,3,85,7,2,11,3,12,1,6,3,6,26,6,1,8,60,0,0,3,13,2,10
290,291,1993,183,68,2,6,9,6,6,7,2,70,3,6,7,6,4,7,3,5,2,30,7,1,5,75,0,0,2,12,2,15
291,292,1999,183,74,11,2,2,3,3,14,6,81,8,2,10,2,8,1,9,2,4,25,4,0,0,0,1,10,1,11,2,10
292,293,1991,150,77,17,11,9,7,5,7,5,50,7,6,4,5,7,7,5,5,2,22,7,1,1,75,1,12,1,6,2,5
293,294,1996,183,72,12,3,14,3,2,14,6,85,8,1,11,1,12,2,5,1,7,35,5,1,1,30,1,10,2,8,2,10
294,295,1974,156,90,0,5,8,6,5,6,2,70,3,7,3,6,4,5,6,6,4,30,7,0,0,0,0,0,5,5,3,10
295,296,1976,142,68,3,8,13,11,11,13,2,24,1,8,4,8,4,11,2,11,0,23,10,1,7,90,0,0,1,7,2,15
296,297,1997,150,104,10,10,11,12,10,10,3,24,3,11,0,13,3,8,4,8,1,13,10,0,0,0,0,0,4,15,2,5
297,298,1978,198,57,17,11,14,4,2,2,4,80,6,3,9,3,8,2,10,2,5,40,6,1,6,60,1,11,3,15,1,5
298,299,1985,159,70,19,11,3,12,4,2,4,62,6,2,12,1,7,2,10,3,5,38,6,0,0,0,1,2,1,9,1,10
299,300,1975,163,81,5,10,14,9,9,13,1,32,1,8,7,8,4,11,0,13,0,17,12,0,0,0,1,6,2,11,2,15
300,301,1996,151,83,3,8,10,11,12,10,3,31,4,11,4,11,3,8,0,13,0,23,10,1,10,90,0,0,4,10,3,10
301,302,1990,168,97,5,5,14,6,6,14,2,55,5,7,8,5,9,5,4,7,3,26,8,1,6,45,0,0,3,15,1,10
302,303,1980,200,78,18,2,14,3,12,1,5,70,5,1,12,3,8,1,9,2,4,39,4,0,0,0,0,0,2,12,1,5
303,304,1992,149,72,8,11,7,12,5,7,3,36,6,7,10,5,7,5,4,6,4,25,9,1,6,75,0,0,2,12,3,15
304,305,1989,161,72,2,6,9,12,6,9,2,57,4,6,10,7,10,5,4,6,4,26,8,1,1,30,1,3,2,15,3,10
305,306,1971,177,103,3,9,10,10,12,13,1,50,4,8,4,11,6,8,4,8,4,11,10,1,8,60,1,11,3,6,3,5
306,307,1968,141,55,17,1,3,2,12,4,5,94,7,1,9,3,11,3,10,1,7,30,5,0,0,0,0,0,2,6,1,15
307,308,1968,152,52,7,2,14,2,1,4,5,83,9,3,11,1,7,3,9,1,4,38,4,1,4,45,0,0,3,10,2,20
308,309,1982,172,76,17,11,6,12,12,7,4,63,5,7,4,5,6,7,6,6,5,17,8,1,5,30,0,0,4,8,1,10
309,310,1982,193,95,8,5,8,6,7,7,3,67,7,6,3,6,9,7,3,6,3,20,8,1,4,75,1,7,5,11,2,15
310,311,1970,145,68,20,3,14,2,4,2,7,43,8,3,10,3,9,2,6,2,4,20,6,1,4,60,0,0,2,12,1,20
311,312,1998,146,58,12,3,4,12,12,5,3,79,7,1,7,3,9,3,9,1,6,29,5,0,0,0,1,13,2,9,2,5
312,313,1985,153,80,11,6,6,7,12,9,5,52,5,5,8,6,4,6,3,6,2,28,8,1,7,90,0,0,1,14,1,10
313,314,1990,175,99,8,5,6,7,6,14,3,32,6,5,4,6,5,5,3,6,4,22,8,1,7,75,0,0,1,14,1,20
314,315,1981,177,77,3,1,3,2,4,3,6,64,9,2,7,3,11,2,10,3,7,21,5,1,9,90,0,0,2,12,1,15
315,316,2002,194,74,18,1,14,4,4,14,3,43,9,2,8,1,6,1,9,2,7,21,6,0,0,0,1,1,1,10,1,10
316,317,1976,142,59,14,3,14,12,12,14,7,83,5,1,5,1,6,1,7,2,6,24,5,0,0,0,1,9,5,5,2,15
317,318,1986,175,61,13,3,1,12,12,1,5,51,5,3,11,1,6,3,7,2,5,39,6,0,0,0,1,9,5,10,2,20
318,319,1975,166,83,19,11,8,6,6,7,2,64,7,6,10,7,7,7,4,5,2,16,7,0,0,0,0,0,5,12,1,20
319,320,1992,147,98,3,4,6,6,7,7,5,43,7,5,4,7,7,7,7,7,4,16,8,0,0,0,0,0,1,12,2,5
320,321,1992,167,50,13,2,3,3,3,1,4,72,7,1,8,1,9,3,10,3,7,27,6,0,0,0,0,0,4,15,2,15
321,322,1998,164,85,9,11,6,5,12,7,2,38,5,5,5,6,8,6,5,6,5,20,8,0,0,0,1,14,3,13,2,10
322,323,1989,198,74,7,11,11,10,10,11,1,21,0,13,2,8,2,11,4,11,1,19,10,0,0,0,0,0,5,14,4,20
323,324,1970,177,89,10,10,11,12,12,14,3,10,5,11,2,11,5,11,0,13,4,17,12,1,4,75,0,0,3,5,4,10
324,325,1977,181,87,3,11,13,9,9,12,3,16,0,13,1,8,2,11,4,11,2,14,12,1,8,60,1,4,5,6,4,15
325,326,1993,178,57,10,6,9,6,7,14,4,60,7,6,5,5,7,7,6,6,5,15,7,0,0,0,1,1,2,11,2,5
326,327,1998,198,65,8,5,6,12,8,14,5,39,7,6,3,5,9,6,6,5,2,25,8,0,0,0,1,4,5,8,1,10
327,328,1980,158,91,14,6,14,7,7,8,5,37,4,7,4,6,7,5,4,5,2,18,9,1,9,90,1,9,4,13,2,15
328,329,1996,167,66,12,3,14,4,2,2,7,64,9,1,7,2,12,2,8,2,6,34,5,0,0,0,1,5,4,13,1,10
329,330,1974,161,50,15,4,14,6,6,9,5,67,4,6,8,5,6,5,5,6,2,24,7,0,0,0,0,0,5,5,1,10
330,331,1995,199,53,19,2,1,3,4,4,4,93,8,3,8,3,10,2,6,1,5,29,5,1,8,45,1,1,1,6,2,15
331,332,1997,170,93,18,5,14,5,8,14,4,54,5,5,6,6,6,7,3,5,3,30,8,0,0,0,1,12,5,8,2,5
332,333,1996,171,63,3,1,14,2,12,5,3,94,10,2,6,2,10,1,5,2,4,32,4,0,0,0,1,11,2,5,1,5
333,334,1968,144,79,11,4,9,5,6,8,3,47,4,6,7,7,10,5,3,5,4,18,8,1,3,75,1,5,2,15,3,10
334,335,1978,161,69,3,2,2,3,2,4,6,49,9,2,10,3,6,2,9,2,7,23,4,1,1,75,0,0,2,9,2,20
335,336,1972,165,110,0,9,14,8,11,14,4,34,0,13,0,13,3,8,0,13,4,21,12,1,9,60,1,11,5,14,2,5
336,337,1990,146,87,1,8,10,9,11,13,3,32,1,8,7,8,4,11,0,13,4,18,10,1,9,90,0,0,4,15,4,20
337,338,1985,178,67,20,11,1,12,4,14,5,68,6,1,10,3,12,1,5,2,7,37,4,0,0,0,0,0,1,14,2,5
338,339,1996,200,83,3,8,12,11,9,10,2,43,2,11,0,13,6,8,5,8,1,22,12,0,0,0,0,0,5,13,2,5
339,340,1978,167,81,5,7,12,11,10,11,4,27,3,8,4,8,2,11,3,11,0,17,12,0,0,0,0,0,2,10,4,15
340,341,2000,145,83,7,10,10,10,9,11,3,31,0,13,1,8,7,11,4,11,3,20,10,1,8,45,0,0,4,14,3,20
341,342,1977,144,69,20,1,4,12,1,3,3,74,9,3,6,2,7,3,6,1,5,36,6,0,0,0,0,0,5,7,2,20
342,343,1980,187,84,10,5,14,6,7,8,2,65,7,6,4,6,7,6,7,6,4,21,7,0,0,0,0,0,1,7,3,10
343,344,2002,173,97,9,8,12,12,10,10,3,47,2,11,7,11,2,11,2,8,1,18,10,0,0,0,0,0,2,7,3,20
344,345,1978,148,91,10,4,14,7,5,14,2,59,6,5,10,7,8,5,6,7,5,18,9,0,0,0,1,14,1,13,1,20
345,346,1992,146,55,18,2,2,12,1,2,6,98,8,2,7,2,8,2,5,1,5,20,6,0,0,0,1,1,3,15,1,20
346,347,1985,140,96,17,6,7,7,6,8,2,70,7,6,5,6,8,6,4,7,4,17,7,1,9,75,1,13,3,11,2,5
347,348,1976,190,79,6,7,11,12,12,14,1,41,0,13,1,8,3,8,1,8,0,15,10,0,0,0,0,0,4,11,4,20
348,349,1980,183,78,11,1,3,12,1,2,7,47,9,2,10,3,7,1,10,2,6,33,6,0,0,0,1,13,4,13,2,15
349,350,2000,170,109,7,9,11,10,12,11,1,13,2,11,4,8,6,11,3,11,2,12,10,1,5,45,1,8,1,11,3,20
350,351,1982,144,60,4,7,12,12,9,10,3,44,2,11,0,13,6,11,1,11,2,24,10,0,0,0,0,0,2,8,3,10
351,352,1986,190,95,20,11,7,12,12,6,3,58,7,7,4,7,10,5,4,7,2,22,9,0,0,0,1,10,3,6,3,20
352,353,1983,200,76,17,11,7,5,5,7,2,51,3,6,3,7,9,6,7,6,4,18,8,1,7,60,0,0,3,9,2,20
353,354,1998,140,76,7,1,14,12,3,2,6,71,8,1,9,3,6,3,5,2,4,34,6,0,0,0,1,15,3,9,2,15
354,355,1992,179,93,10,4,6,5,6,14,3,33,7,5,9,7,6,5,7,5,4,17,9,1,7,30,1,1,2,13,1,10
355,356,1978,197,65,5,5,14,7,6,7,2,44,5,5,9,6,9,5,3,6,3,20,8,0,0,0,1,4,2,15,2,10
356,357,1972,190,60,20,2,4,1,1,1,7,74,6,2,12,3,8,2,7,3,7,40,5,0,0,0,1,14,2,11,1,10
357,358,1995,140,84,5,9,13,10,11,11,4,30,4,11,7,8,7,8,4,11,1,18,12,0,0,0,0,0,4,10,4,5
358,359,1988,175,100,1,8,13,10,12,11,2,16,4,8,5,8,7,11,3,11,4,10,12,1,1,75,0,0,3,10,2,5
359,360,1975,142,73,12,2,14,1,2,4,6,55,8,1,12,2,12,1,5,2,5,25,4,0,0,0,1,7,4,12,1,15
360,361,2002,169,106,2,11,11,10,9,12,2,14,3,11,2,11,5,8,5,8,4,10,10,0,0,0,0,0,3,10,2,10
361,362,2001,160,67,12,2,2,2,3,14,4,86,7,3,7,3,12,1,6,1,4,32,6,1,9,75,0,0,4,8,2,15
362,363,1975,162,59,15,11,2,4,4,3,6,76,10,3,12,2,10,3,5,1,5,24,6,0,0,0,1,3,2,5,1,10
363,364,1973,191,75,11,3,3,3,4,2,7,66,9,2,7,3,10,1,8,1,5,25,6,1,1,75,0,0,5,11,1,10
364,365,1971,154,88,2,7,13,11,10,13,2,28,0,13,7,8,4,8,3,11,2,16,12,1,3,45,1,2,1,13,3,10
365,366,1990,160,74,5,1,14,3,4,5,6,65,7,3,8,2,10,2,7,2,6,30,6,0,0,0,1,7,1,11,2,5
366,367,1998,190,74,14,1,4,3,12,5,7,69,6,3,6,2,9,3,6,1,7,22,5,1,9,90,0,0,4,12,2,10
367,368,1999,142,69,17,2,3,1,2,14,5,80,7,3,7,1,9,2,10,1,7,37,4,0,0,0,1,14,3,8,1,15
368,369,1988,192,69,15,5,8,5,8,9,4,58,3,5,3,6,7,5,5,5,4,29,7,1,3,60,0,0,4,5,2,15
369,370,1979,186,70,10,2,3,4,1,14,5,49,6,2,10,1,7,3,10,1,7,35,4,1,5,75,1,12,1,5,2,10
370,371,1975,158,64,3,11,1,2,4,2,5,55,10,1,11,2,11,2,5,3,6,21,5,1,3,75,1,4,2,7,2,10
371,372,1985,145,79,5,7,11,8,12,13,4,24,5,11,4,8,4,11,5,8,2,13,10,1,6,60,0,0,5,5,4,15
372,373,1972,181,70,18,1,3,3,3,1,4,76,10,2,12,2,8,3,6,1,5,22,5,1,2,90,0,0,2,12,2,20
373,374,1971,153,60,13,3,2,2,1,2,4,71,5,1,11,2,6,1,5,2,7,28,6,0,0,0,0,0,5,14,2,15
374,375,1997,152,103,8,9,11,11,9,14,1,24,5,11,1,8,2,11,5,11,1,22,12,0,0,0,1,14,5,14,4,15
375,376,1984,159,94,9,10,13,11,12,13,4,43,0,13,1,11,4,8,5,8,3,12,12,1,10,75,1,14,1,14,2,20
376,377,1995,140,95,15,6,9,12,5,8,3,45,5,5,7,6,9,7,3,7,5,17,7,1,8,90,1,7,4,13,2,15
377,378,1977,196,83,0,11,14,11,10,14,2,43,2,11,0,13,3,8,3,11,4,13,10,0,0,0,0,0,1,9,4,15
378,379,1969,159,84,1,7,14,12,10,12,1,32,2,11,6,11,7,8,2,8,0,16,12,0,0,0,0,0,1,5,4,10
379,380,1984,180,68,2,8,14,12,9,14,2,26,1,11,7,11,5,8,4,11,2,22,12,1,3,30,0,0,5,11,4,20
380,381,1999,142,83,15,11,14,12,5,8,3,62,4,6,4,7,7,5,7,7,4,24,7,0,0,0,0,0,2,13,2,15
381,382,1968,172,68,15,11,8,12,8,7,2,43,7,6,5,5,4,5,7,6,2,21,8,0,0,0,1,15,2,13,2,15
382,383,1998,200,59,4,4,9,7,8,6,3,32,6,5,8,6,8,5,5,5,2,20,7,0,0,0,1,5,1,9,2,15
383,384,1992,200,79,5,7,14,12,9,14,4,36,1,8,2,11,2,11,5,11,4,11,10,1,7,60,1,14,4,12,4,5
384,385,1968,191,67,20,11,3,3,12,1,4,93,5,2,6,3,7,1,9,2,4,39,5,0,0,0,1,15,1,6,2,5
385,386,1989,144,63,7,1,1,3,1,4,4,59,8,2,5,2,8,3,5,1,5,31,5,0,0,0,0,0,5,11,2,15
386,387,1981,142,60,7,7,10,8,12,10,1,10,5,8,0,13,7,11,1,8,3,19,12,0,0,0,0,0,5,10,4,15
387,388,1981,166,92,3,11,13,11,10,10,2,24,2,11,4,8,4,11,4,11,3,24,10,1,3,30,0,0,5,12,4,20
388,389,1973,181,71,10,3,14,3,1,2,3,80,6,2,11,3,7,1,8,3,7,21,5,0,0,0,0,0,2,5,1,10
389,390,1994,187,65,8,2,4,2,1,4,7,65,5,2,10,2,8,3,10,1,7,35,4,1,9,75,0,0,2,12,1,10
390,391,1998,149,77,6,3,4,3,12,3,3,66,5,2,11,3,11,3,9,1,4,27,4,1,4,30,0,0,3,5,2,20
391,392,1982,196,76,17,1,14,4,12,4,7,90,5,2,5,2,7,2,10,1,7,40,5,1,7,45,1,12,5,11,2,15
392,393,1988,147,75,10,2,2,1,2,3,3,88,8,2,11,2,6,1,7,1,7,27,5,0,0,0,0,0,3,7,1,20
393,394,1989,157,77,13,11,2,3,4,4,3,66,6,3,12,1,11,3,9,1,7,35,5,1,4,60,1,1,5,14,2,5
394,395,1990,140,59,11,1,3,12,2,4,5,78,10,3,9,3,12,2,5,1,7,39,4,0,0,0,0,0,2,5,1,15
395,396,1993,187,104,4,7,13,12,10,12,4,49,0,13,1,8,2,11,5,8,0,23,10,1,4,75,1,2,4,15,3,20
396,397,2002,194,67,6,6,7,7,12,7,2,51,3,5,5,5,9,7,3,6,2,16,9,0,0,0,0,0,2,7,3,20
397,398,1971,165,82,3,8,12,8,9,14,2,11,0,13,6,8,2,8,5,11,4,14,12,1,8,30,1,15,1,5,4,20
398,399,1968,153,74,16,11,8,5,8,9,3,32,7,6,6,5,10,5,4,6,2,15,9,1,8,30,1,4,5,7,1,10
399,400,1992,146,72,16,11,7,6,5,14,2,52,7,7,6,5,6,5,6,5,4,20,7,1,3,45,1,1,2,7,2,20
400,401,1977,178,69,9,6,8,6,7,8,4,56,4,7,4,7,7,7,5,6,3,22,7,1,3,45,0,0,5,9,3,15
401,402,1987,177,71,14,3,14,2,3,1,5,55,6,2,11,1,6,2,9,2,7,35,4,1,1,30,1,2,4,14,2,5
402,403,1982,198,70,8,11,13,12,10,10,2,28,0,13,4,8,3,11,2,8,0,23,10,0,0,0,0,0,1,13,2,15
403,404,1978,167,71,12,1,4,12,3,14,6,69,6,2,8,2,9,2,6,3,7,25,5,1,1,60,0,0,2,14,1,10
404,405,1972,198,87,2,5,6,7,12,7,4,48,3,7,6,6,10,6,6,5,4,29,7,0,0,0,1,12,4,9,3,5
405,406,1984,171,88,4,6,14,6,6,8,3,36,5,6,4,5,5,6,4,6,5,27,9,0,0,0,1,8,3,12,1,15
