"Sygnatura czasowa","Proszę podać rok urodzenia","Proszę podać swój wzrost (w centymetrach)","Proszę podać swoją wagę (w kilogramach)","Od ilu lat regularnie biegasz?","W jakim zakresie jest Twój najlepszy czas na 1km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 5km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 10km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 21,0975km - Półmaraton? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 42,195km - Maraton? (HH:MM:SS)","Ile treningów biegowych wykonujesz średnio w ciągu tygodnia?","Ile kilometrów pokonujesz średnio podczas treningów biegowych w ciągu tygodnia?","Ile razy w ciągu miesiąca wykonujesz trening szybkości?","W jakim zakresie tempa wykonujesz trening szybkości? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz trening progowy?","W jakim zakresie tempa wykonujesz trening progowy? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz trening interwałowy?","W jakim zakresie tempa wykonujesz trening interwałowy? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz podbiegi?","W jakim zakresie tempa wykonujesz podbiegi? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz wybieganie?","Jaka jest średnia ilość kilometrów wykonywana podczas jednego wybiegania?","W jakim zakresie tempa wykonujesz wybieganie? (w minutach na kilometr)","Czy wykonujesz treningi inne niż biegowe?","Jakie typy treningów, poza biegowymi, wykonujesz?","Ile razy w ciągu miesiąca wykonujesz powyższe treningi? (sumarycznie)","Ile minut średnio trwa pojedynczy trening?","Czy wykonujesz aktywności związane z odnową biologiczną?","Jakie aktywności związane z odnową biologiczną wykonujesz?","Ile razy w ciągu miesiąca wykonujesz powyższe aktywności? (sumarycznie)","Ile razy w ciągu roku stosujesz roztrenowanie?","Jaki jest Twój średni czas trwania roztrenowania? (w dniach)","Czy stosujesz rozgrzewkę przed treningiem biegowym?","Jaki jest średni czas trwania rozgrzewki? (w minutach)"
"2021/05/17 8:36:12 PM CET","1982","180","84","2","od 00:03:01 do 00:03:30","od 00:19:01 do 00:21:00","od 00:40:01 do 00:45:00","od 01:30:01 do 01:40:00","Nigdy nie biegłam/nie biegłem takiego dystansu","4","60","0","Nie wykonuję takich treningów","1","od 00:04:01 do 00:04:30","4","od 00:03:31 do 00:04:00","0","Nie wykonuję takich treningów","0","0","Nie wykonuję takich treningów","Nie","","","","Nie","","","1","30","Nigdy","0"
"2021/05/17 8:40:42 PM CET","2004","165","55","5","od 00:03:01 do 00:03:30","od 00:25:01 do 00:27:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","4","14","5","Nie wykonuję takich treningów","8","Nie wykonuję takich treningów","0","Nie wykonuję takich treningów","5","od 00:02:31 do 00:03:00","4","5","od 00:04:31 do 00:05:00","Tak","Trening siłowy;Rower;Pilates;Taniec/Zumba/Pole Dance;Trening techniczny - płotkarski","38","60","Nie","","","2","10","Zawsze","30"
"2021/05/17 8:40:55 PM CET","1979","190","107","2","od 00:05:01 do 00:05:30","od 00:25:01 do 00:27:00","od 00:55:01 do 01:00:00","od 02:10:01 do 02:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","3","25","2","od 00:04:01 do 00:04:30","0","Nie wykonuję takich treningów","1","od 00:05:01 do 00:05:30","1","od 00:03:31 do 00:04:00","3","12","od 00:06:01 do 00:06:30","Nie","","","","Nie","","","5","10","Nigdy","0"
"2021/05/17 8:47:51 PM CET","1982","158","55","5","od 00:04:01 do 00:04:30","od 00:25:01 do 00:27:00","od 00:50:01 do 00:55:00","od 02:00:01 do 02:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","4","7","1","od 00:03:01 do 00:03:30","0","Nie wykonuję takich treningów","1","od 00:02:31 do 00:03:00","1","od 00:03:31 do 00:04:00","2","18","od 00:06:01 do 00:06:30","Tak","Trening siłowy;Crossfit/HIIT;Rower","9","1","Nie","","","1","30","Regularnie","5"
"2021/05/17 8:50:01 PM CET","1979","172","69 ","10","od 00:04:01 do 00:04:30","od 00:19:01 do 00:21:00","od 00:40:01 do 00:45:00","od 01:30:01 do 01:40:00","od 03:40:01 do 03:55:00","3","30","2","od 00:04:01 do 00:04:30","8","od 00:04:31 do 00:05:00","0","Nie wykonuję takich treningów","4","od 00:04:01 do 00:04:30","2","17","od 00:05:01 do 00:05:30","Nie","","","","Nie","","","10","5","Czasem","5"
"2021/05/17 8:50:58 PM CET","1976","164","65","3","od 00:05:01 do 00:05:30","od 00:25:01 do 00:27:00","od 00:50:01 do 00:55:00","od 02:00:01 do 02:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","3","11","1","od 00:03:31 do 00:04:00","1","od 00:05:01 do 00:05:30","1","od 00:05:01 do 00:05:30","1","od 00:03:31 do 00:04:00","3","16","od 00:05:31 do 00:06:00","Tak","Trening siłowy","8","65","Tak","Rolowanie","5","1","25","Czasem","5"
"2021/05/17 8:52:19 PM CET","1987","175","69","1","od 00:05:31 do 00:06:00","od 00:29:01 do 00:31:00","od 01:00:01 do 01:05:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","3","15","0","Nie wykonuję takich treningów","0","Nie wykonuję takich treningów","0","Nie wykonuję takich treningów","0","Nie wykonuję takich treningów","1","10","od 00:05:31 do 00:06:00","Tak","Rower","4","120","Tak","Masaż","2","2","21","Regularnie","10"
"2021/05/17 8:52:50 PM CET","1987","158","58","4","od 00:05:01 do 00:05:30","od 00:23:01 do 00:25:00","od 00:50:01 do 00:55:00","od 02:00:01 do 02:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","3","30","3","od 00:03:31 do 00:04:00","3","od 00:03:31 do 00:04:00","3","od 00:03:31 do 00:04:00","3","od 00:03:31 do 00:04:00","3","21","od 00:06:01 do 00:06:30","Tak","Trening siłowy","2","30","Nie","","","1","30","Czasem","5"
"2021/05/17 8:55:06 PM CET","2000","165","61","6","od 00:04:31 do 00:05:00","od 00:23:01 do 00:25:00","od 00:50:01 do 00:55:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","7","7","4","od 00:04:01 do 00:04:30","4","od 00:05:31 do 00:06:00","4","od 00:05:01 do 00:05:30","4","od 00:04:01 do 00:04:30","4","7","od 00:06:31 do 00:07:00","Tak","Studia WF","26","90 ","Nie","","","1","25","Regularnie","10"
"2021/05/17 8:56:58 PM CET","1985","185","83","4","od 00:04:01 do 00:04:30","od 00:21:01 do 00:23:00","od 00:40:01 do 00:45:00","od 01:40:01 do 01:50:00","od 03:25:01 do 03:40:00","3","50","4","od 00:04:01 do 00:04:30","4","od 00:04:31 do 00:05:00","3","od 00:04:01 do 00:04:30","0","Nie wykonuję takich treningów","4","25","od 00:05:01 do 00:05:30","Nie","","","","Tak","Rozciąganie/Joga;Rolowanie","12","2","21","Zawsze","10"
"2021/05/17 9:05:57 PM CET","1997 ","167","64","1","od 00:05:31 do 00:06:00","od 00:31:01 do 00:33:00","od 01:05:01 do 01:10:00","od 02:40:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","3","25","0","Nie wykonuję takich treningów","4","od 00:06:01 i powyżej","1","od 00:05:31 do 00:06:00","0","Nie wykonuję takich treningów","3","12","od 00:06:31 do 00:07:00","Nie","","","","Nie","","","2","14","Regularnie","3"
"2021/05/17 9:12:07 PM CET","1986","173","79","4","od 00:03:01 do 00:03:30","od 00:19:01 do 00:21:00","od 00:40:01 do 00:45:00","od 01:30:01 do 01:40:00","od 03:25:01 do 03:40:00","3","40","4","od 00:03:31 do 00:04:00","0","Nie wykonuję takich treningów","4","od 00:03:31 do 00:04:00","2","od 00:04:01 do 00:04:30","4","20","od 00:05:31 do 00:06:00","Tak","Trening siłowy","8","30","Tak","Rozciąganie/Joga;Rolowanie","3","1","14","Czasem","3"
"2021/05/17 9:17:54 PM CET","1997","180","82","3","od 00:03:31 do 00:04:00","od 00:21:01 do 00:23:00","od 00:40:01 do 00:45:00","od 01:40:01 do 01:50:00","od 03:55:01 do 04:10:00","5","50","8","od 00:03:31 do 00:04:00","5","od 00:04:01 do 00:04:30","10","od 00:03:01 do 00:03:30","2","od 00:03:31 do 00:04:00","10","18","od 00:06:01 do 00:06:30","Tak","Trening siłowy;Pływanie;Pilates;Sztuki walki","28","60","Tak","Rozciąganie/Joga;Rolowanie","29","2","14","Czasem","2"
"2021/05/17 9:18:10 PM CET","1989","165","58","0","od 00:05:01 do 00:05:30","od 00:21:01 do 00:23:00","od 00:45:01 do 00:50:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","1","6","0","Nie wykonuję takich treningów","0","Nie wykonuję takich treningów","0","Nie wykonuję takich treningów","2","od 00:05:01 do 00:05:30","2","6","od 00:05:01 do 00:05:30","Tak","Joga, streching","10","60","Nie","","","1","90","Nigdy","0"
"2021/05/17 9:19:30 PM CET","1979","165","69","2","od 00:05:31 do 00:06:00","od 00:27:01 do 00:29:00","od 00:55:01 do 01:00:00","od 02:00:01 do 02:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","2","20","6","od 00:04:31 do 00:05:00","0","Nie wykonuję takich treningów","4","od 00:04:31 do 00:05:00","4","od 00:05:01 do 00:05:30","1","20","od 00:06:01 do 00:06:30","Nie","","","","Nie","","","6","5","Czasem","10"
"2021/05/17 9:20:16 PM CET","1995","177","100","1","od 00:04:01 do 00:04:30","od 00:23:01 do 00:25:00","od 00:50:01 do 00:55:00","od 01:50:01 do 02:00:00","od 04:40:01 do 04:55:00","3","30","8","od 00:04:01 do 00:04:30","4","od 00:05:31 do 00:06:00","8","od 00:04:01 do 00:04:30","8","od 00:04:31 do 00:05:00","4","20","od 00:07:01 i powyżej","Tak","Trening siłowy;Pływanie;Rower;Handball, Futsal","16","90","Tak","Rozciąganie/Joga;Rolowanie","60","2","15","Czasem","10"
"2021/05/17 9:36:01 PM CET","1979","172","56","6","od 00:04:31 do 00:05:00","od 00:19:01 do 00:21:00","od 00:45:01 do 00:50:00","od 01:30:01 do 01:40:00","od 04:10:01 do 04:25:00","3","40","5","od 00:03:31 do 00:04:00","2","od 00:05:01 do 00:05:30","4","od 00:04:01 do 00:04:30","4","od 00:06:01 i powyżej","4","17","od 00:05:31 do 00:06:00","Tak","Pływanie;Rower;Pilates","8","60","Tak","Rozciąganie/Joga;Rolowanie;Masaż","12","1","7","Czasem","10"
"2021/05/17 9:49:01 PM CET","1984","164","61","1","od 00:05:31 do 00:06:00","od 00:15:01 do 00:17:00","od 01:05:01 do 01:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","3","30","0","Nie wykonuję takich treningów","0","Nie wykonuję takich treningów","0","Nie wykonuję takich treningów","10","od 00:06:01 i powyżej","10","10","od 00:07:01 i powyżej","Nie","","","","Tak","Rozciąganie/Joga;Rolowanie","12","1","14","Zawsze","5"
"2021/05/17 9:53:45 PM CET","1974","160","62","4","od 00:03:31 do 00:04:00","od 00:23:01 do 00:25:00","od 00:55:01 do 01:00:00","od 02:00:01 do 02:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","3","35","4","od 00:03:31 do 00:04:00","0","Nie wykonuję takich treningów","2","od 00:04:01 do 00:04:30","1","od 00:04:01 do 00:04:30","1","16","od 00:06:01 do 00:06:30","Tak","Rower;Taniec/Zumba/Pole Dance","4","60","Nie","","","1","30","Czasem","5"
"2021/05/17 10:06:12 PM CET","1987","175","86","8","od 00:04:01 do 00:04:30","od 00:21:01 do 00:23:00","od 00:45:01 do 00:50:00","od 01:40:01 do 01:50:00","od 03:40:01 do 03:55:00","3","40","3","Nie wykonuję takich treningów","0","Nie wykonuję takich treningów","1","od 00:04:01 do 00:04:30","1","od 00:05:01 do 00:05:30","3","25","od 00:05:01 do 00:05:30","Nie","","","","Nie","","","2","10","Zawsze","3"
"2021/05/18 12:23:43 AM CET","1979","159","62","5","od 00:05:01 do 00:05:30","od 00:29:01 do 00:31:00","od 00:55:01 do 01:00:00","od 02:20:01 do 02:30:00","Nigdy nie biegłam/nie biegłem takiego dystansu","3","10","0","Nie wykonuję takich treningów","10","od 00:06:01 i powyżej","0","Nie wykonuję takich treningów","0","Nie wykonuję takich treningów","10","10","od 00:06:01 do 00:06:30","Nie","","","","Tak","Masaż","1","5","5","Nigdy","0"
"2021/05/18 4:03:53 AM CET","1976","168","84","7","od 00:04:31 do 00:05:00","od 00:23:01 do 00:25:00","od 00:50:01 do 00:55:00","od 02:00:01 do 02:10:00","od 04:55:01 do 05:10:00","3","35","1","od 00:04:31 do 00:05:00","1","od 00:04:01 do 00:04:30","2","od 00:04:31 do 00:05:00","2","od 00:05:01 do 00:05:30","4","15","od 00:06:01 do 00:06:30","Tak","Pływanie;Rower","6","60","Nie","","","30","30","Czasem","10"
"2021/05/18 6:04:32 AM CET","1975","168","65","3","od 00:06:01 do 00:06:30","od 00:29:01 do 00:31:00","od 01:00:01 do 01:05:00","od 02:10:01 do 02:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","4","35","4","od 00:05:01 do 00:05:30","1","od 00:05:31 do 00:06:00","1","od 00:05:31 do 00:06:00","2","od 00:06:01 i powyżej","1","12","od 00:06:01 do 00:06:30","Nie","","","","Nie","","","1","7","Czasem","5"
"2021/05/18 7:40:19 AM CET","1972","187","81","6","od 00:03:31 do 00:04:00","od 00:19:01 do 00:21:00","od 00:40:01 do 00:45:00","od 01:40:01 do 01:50:00","od 03:40:01 do 03:55:00","4","60","4","od 00:04:31 do 00:05:00","4","od 00:04:31 do 00:05:00","2","od 00:04:01 do 00:04:30","4","od 00:04:31 do 00:05:00","4","25","od 00:05:01 do 00:05:30","Tak","Pływanie;Crossfit/HIIT;Rower;Pilates","12","60","Tak","Rozciąganie/Joga;Rolowanie;Masaż;Sauna","24","1","14","Regularnie","10"
"2021/05/18 9:12:36 AM CET","1994","182","67","5","od 00:03:31 do 00:04:00","od 00:23:01 do 00:25:00","od 00:45:01 do 00:50:00","od 01:40:01 do 01:50:00","od 04:10:01 do 04:25:00","4","60","4","od 00:04:31 do 00:05:00","3","od 00:05:01 do 00:05:30","4","od 00:03:31 do 00:04:00","2","od 00:04:01 do 00:04:30","5","20","od 00:05:31 do 00:06:00","Nie","","","","Nie","","","2","20","Czasem","3"
"2021/05/18 9:33:30 AM CET","1980","158","48","3","od 00:04:31 do 00:05:00","od 00:25:01 do 00:27:00","od 00:50:01 do 00:55:00","od 01:50:01 do 02:00:00","od 03:55:01 do 04:10:00","4","50","2","od 00:04:31 do 00:05:00","0","Nie wykonuję takich treningów","2","od 00:04:31 do 00:05:00","2","od 00:04:01 do 00:04:30","1","20","od 00:06:01 do 00:06:30","Tak","Rower;Aerobik","4","40 ","Nie","","","0","0","Czasem","2"
"2021/05/18 10:25:10 AM CET","1986","172","88","6","od 00:04:31 do 00:05:00","od 00:21:01 do 00:23:00","od 00:45:01 do 00:50:00","od 01:40:01 do 01:50:00","od 05:10:01 i powyżej","2","10","2","od 00:04:01 do 00:04:30","1","od 00:04:31 do 00:05:00","2","od 00:04:01 do 00:04:30","2","od 00:05:31 do 00:06:00","2","10","od 00:06:31 do 00:07:00","Tak","Rower;Piłka nozna","10","60","Nie","","","2","20","Czasem","3"
"2021/05/18 10:57:15 AM CET","1974","173","68","4","od 00:04:01 do 00:04:30","od 00:19:01 do 00:21:00","od 00:40:01 do 00:45:00","od 01:30:01 do 01:40:00","od 03:25:01 do 03:40:00","5","15","1","od 00:04:01 do 00:04:30","1","od 00:04:31 do 00:05:00","1","od 00:04:01 do 00:04:30","4","od 00:04:31 do 00:05:00","4","30","od 00:05:01 do 00:05:30","Nie","","","","Nie","","","1","14","Czasem","5"
"2021/05/18 1:29:08 PM CET","1972","182","112","4","od 00:04:31 do 00:05:00","od 00:25:01 do 00:27:00","od 00:55:01 do 01:00:00","od 02:00:01 do 02:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","4","40","4","od 00:03:31 do 00:04:00","4","od 00:05:31 do 00:06:00","0","Nie wykonuję takich treningów","0","Nie wykonuję takich treningów","4","15","od 00:06:31 do 00:07:00","Tak","Pływanie;Rower","2","60","Nie","","","2","7","Regularnie","15"
"2021/05/18 1:42:25 PM CET","1970","170","68","5","od 00:06:01 do 00:06:30","od 00:31:01 do 00:33:00","od 01:05:01 do 01:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","3","8","3","od 00:06:01 i powyżej","1","od 00:06:01 i powyżej","3","od 00:06:01 i powyżej","1","od 00:06:01 i powyżej","4","12","od 00:07:01 i powyżej","Tak","Tenis ziemny","4","60","Tak","Masaż","2","1","15","Czasem","10"
"2021/05/18 8:57:17 PM CET","1971","183","83","6","od 00:03:31 do 00:04:00","od 00:19:01 do 00:21:00","od 00:35:01 do 00:40:00","od 01:20:01 do 01:30:00","od 03:10:01 do 03:25:00","3","40","3","od 00:04:01 do 00:04:30","3","od 00:05:01 do 00:05:30","3","od 00:04:01 do 00:04:30","2","od 00:04:31 do 00:05:00","4","20","od 00:05:31 do 00:06:00","Nie","","","","Nie","","","2","15","Czasem","4"
"2021/05/21 1:51:23 PM CET","1974","176","80","4","od 00:03:31 do 00:04:00","od 00:19:01 do 00:21:00","od 00:40:01 do 00:45:00","od 01:40:01 do 01:50:00","Nigdy nie biegłam/nie biegłem takiego dystansu","3","35","4","od 00:04:01 do 00:04:30","2","od 00:04:31 do 00:05:00","5","od 00:04:31 do 00:05:00","0","Nie wykonuję takich treningów","4","20","od 00:05:31 do 00:06:00","Tak","Trening siłowy;Pilates","8","45","Nie","","","2","21","Zawsze","15"
"2022/01/12 7:43:57 PM CET","1995","199","81","6","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:05:01 do 01:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:55:01 do 05:10:00","3","27","3","od 00:06:01 i powyżej","5","od 00:05:31 do 00:06:00","6","od 00:05:31 do 00:06:00","2","od 00:06:01 i powyżej","0","19","od 00:06:31 do 00:07:00","Nie","","","","Tak","Sauna;Masaż;Rolowanie","5","5","7","Nigdy","15"
"2022/01/12 7:44:05 PM CET","1974","196","69","5","od 00:02:30 do 00:03:00","od 00:17:01 do 00:19:00","od 00:45:01 do 00:50:00","od 01:10:01 do 01:20:00","od 02:25:01 do 02:40:00","6","90","9","od 00:03:01 do 00:03:30","9","od 00:02:31 do 00:03:00","7","od 00:02:00 do 00:02:30","6","od 00:02:00 do 00:02:30","7","35","od 00:03:31 do 00:04:00","Tak","Sztuki walki;Trening siłowy;Crossfit/HIIT","6","90","Tak","Rolowanie;Rozciąganie/Joga","1","1","12","Zawsze","20"
"2022/01/12 7:44:12 PM CET","1978","170","63","2","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","4","68","6","od 00:04:01 do 00:04:30","8","od 00:05:01 do 00:05:30","6","od 00:04:31 do 00:05:00","7","od 00:04:01 do 00:04:30","4","17","od 00:05:31 do 00:06:00","Tak","Taniec/Zumba/Pole Dance;Pływanie;Rower","3","60","Nie","","","4","7","Czasem","15"
"2022/01/12 7:44:20 PM CET","1978","150","88","0","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:23:01 do 00:25:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 03:40:01 do 03:55:00","5","46","7","od 00:05:01 do 00:05:30","5","od 00:05:01 do 00:05:30","5","od 00:05:01 do 00:05:30","3","od 00:04:31 do 00:05:00","5","15","od 00:05:01 do 00:05:30","Tak","Rower;Sztuki walki;Crossfit/HIIT","2","75","Tak","Sauna;Rolowanie;Rozciąganie/Joga","7","1","13","Czasem","5"
"2022/01/12 7:44:27 PM CET","1986","190","76","9","od 00:04:31 do 00:05:00","od 00:25:01 do 00:27:00","od 01:00:01 do 01:05:00","od 02:00:01 do 02:10:00","od 03:55:01 do 04:10:00","4","63","3","od 00:04:31 do 00:05:00","6","od 00:04:31 do 00:05:00","5","od 00:04:31 do 00:05:00","5","od 00:05:01 do 00:05:30","3","22","od 00:05:01 do 00:05:30","Tak","Crossfit/HIIT","1","90","Nie","","","2","10","Regularnie","10"
"2022/01/12 7:44:35 PM CET","1997","190","71","18","od 00:05:01 do 00:05:30","od 00:25:01 do 00:27:00","od 00:55:01 do 01:00:00","od 02:00:01 do 02:10:00","od 03:40:01 do 03:55:00","5","56","7","od 00:05:01 do 00:05:30","7","od 00:04:31 do 00:05:00","10","od 00:04:31 do 00:05:00","7","od 00:04:01 do 00:04:30","3","15","od 00:05:01 do 00:05:30","Tak","Trening siłowy;Rower","10","90","Tak","Rolowanie;Sauna","13","5","5","Czasem","10"
"2022/01/12 7:44:42 PM CET","1977","144","89","11","od 00:04:31 do 00:05:00","od 00:23:01 do 00:25:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:40:01 do 01:50:00","od 03:25:01 do 03:40:00","4","32","6","od 00:04:31 do 00:05:00","8","od 00:04:31 do 00:05:00","7","od 00:05:01 do 00:05:30","6","od 00:04:01 do 00:04:30","5","30","od 00:05:01 do 00:05:30","Nie","","","","Tak","Rolowanie;Sauna","14","5","9","Regularnie","10"
"2022/01/12 7:44:49 PM CET","1970","184","104","10","od 00:07:01 i powyżej","od 00:37:01 i powyżej","od 01:15:01 do 01:20:00","od 02:40:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","2","50","4","od 00:05:31 do 00:06:00","7","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","3","21","od 00:07:01 i powyżej","Tak","Pływanie","2","45","Tak","Rozciąganie/Joga;Rolowanie;Sauna","4","5","10","Regularnie","10"
"2022/01/12 7:44:57 PM CET","1971","193","85","6","od 00:07:01 i powyżej","od 00:37:01 i powyżej","od 01:15:01 do 01:20:00","od 02:40:01 i powyżej","od 04:40:01 do 04:55:00","3","25","4","od 00:05:31 do 00:06:00","3","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","4","21","od 00:07:01 i powyżej","Tak","Crossfit/HIIT","10","90","Nie","","","4","5","Regularnie","15"
"2022/01/12 7:45:04 PM CET","1990","187","55","18","od 00:03:01 do 00:03:30","od 00:19:01 do 00:21:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:10:01 do 01:20:00","od 03:10:01 do 03:25:00","5","98","6","od 00:03:01 do 00:03:30","9","od 00:02:31 do 00:03:00","9","od 00:02:31 do 00:03:00","9","od 00:02:00 do 00:02:30","5","32","od 00:04:31 do 00:05:00","Tak","Pilates","3","90","Tak","Masaż;Sauna;Rolowanie","8","2","14","Zawsze","15"
"2022/01/12 7:45:11 PM CET","1994","187","60","14","od 00:05:01 do 00:05:30","od 00:25:01 do 00:27:00","od 00:50:01 do 00:55:00","od 02:10:01 do 02:20:00","od 03:40:01 do 03:55:00","5","63","3","od 00:05:01 do 00:05:30","4","od 00:05:01 do 00:05:30","6","od 00:04:31 do 00:05:00","6","od 00:05:01 do 00:05:30","3","28","od 00:06:01 do 00:06:30","Nie","","","","Nie","","","1","10","Czasem","5"
"2022/01/12 7:45:19 PM CET","1968","143","92","15","od 00:05:01 do 00:05:30","od 00:27:01 do 00:29:00","od 01:00:01 do 01:05:00","od 01:40:01 do 01:50:00","od 03:55:01 do 04:10:00","2","58","4","od 00:05:01 do 00:05:30","10","od 00:05:01 do 00:05:30","5","od 00:04:31 do 00:05:00","6","od 00:04:01 do 00:04:30","4","24","od 00:06:01 do 00:06:30","Tak","Taniec/Zumba/Pole Dance;Trening siłowy;Rower","2","60","Nie","","","3","12","Zawsze","20"
"2022/01/12 7:45:26 PM CET","1999","150","67","9","od 00:03:01 do 00:03:30","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:45:01 do 00:50:00","od 01:30:01 do 01:40:00","od 02:10:00 do 02:25:00","5","75","9","od 00:02:00 do 00:02:30","8","od 00:02:31 do 00:03:00","8","od 00:03:01 do 00:03:30","6","od 00:03:01 do 00:03:30","6","36","od 00:03:31 do 00:04:00","Tak","Pływanie;Taniec/Zumba/Pole Dance","3","60","Nie","","","3","15","Regularnie","10"
"2022/01/12 7:45:34 PM CET","1993","178","87","8","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:31:01 do 00:33:00","od 01:20:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:55:01 do 05:10:00","4","43","3","od 00:05:31 do 00:06:00","4","od 00:05:31 do 00:06:00","6","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","2","16","od 00:07:01 i powyżej","Nie","","","","Tak","Masaż;Rolowanie;Sauna","14","4","13","Nigdy","10"
"2022/01/12 7:45:41 PM CET","2001","188","71","6","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:05:01 do 01:10:00","od 02:20:01 do 02:30:00","od 04:25:01 do 04:40:00","1","29","2","od 00:06:01 i powyżej","6","od 00:05:31 do 00:06:00","6","od 00:05:31 do 00:06:00","4","od 00:05:31 do 00:06:00","4","10","od 00:06:31 do 00:07:00","Tak","Taniec/Zumba/Pole Dance;Pilates","7","30","Nie","","","1","13","Nigdy","5"
"2022/01/12 7:45:49 PM CET","1971","162","50","15","od 00:02:30 do 00:03:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:30:00 do 00:35:00","od 01:10:01 do 01:20:00","od 02:25:01 do 02:40:00","3","69","7","od 00:02:31 do 00:03:00","5","od 00:02:00 do 00:02:30","6","od 00:03:01 do 00:03:30","10","od 00:02:00 do 00:02:30","4","36","od 00:03:31 do 00:04:00","Tak","Taniec/Zumba/Pole Dance","4","60","Nie","","","3","14","Zawsze","5"
"2022/01/12 7:45:56 PM CET","1976","196","78","18","od 00:03:31 do 00:04:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:30:01 do 01:40:00","od 02:55:01 do 03:10:00","7","43","10","od 00:03:01 do 00:03:30","12","od 00:02:31 do 00:03:00","12","od 00:02:00 do 00:02:30","9","od 00:03:01 do 00:03:30","4","36","od 00:03:31 do 00:04:00","Nie","","","","Tak","Rozciąganie/Joga","4","3","5","Regularnie","20"
